#ID	genome_anti_hits	prophage_hits	pBGC_hits	pBGC_types	coordinates	genome_length	name
GCF_000010745.1_ASM1074v1_genomic	3	11	1	bacteriocin	2860699-2924393	5449314	NC_013353.1 Escherichia coli O103:H2 str. 12009 DNA, complete genome
GCF_000010605.1_ASM1060v1_genomic	36	0	0	-	-	0	NC_010572.1 Streptomyces griseus subsp. griseus NBRC 13350 DNA, complete genome
GCF_000011525.1_ASM1152v1_genomic	5	2	0	-	-	0	NC_002953.3 Staphylococcus aureus strain MSSA476, complete genome
GCF_000011065.1_ASM1106v1_genomic	0	0	0	-	-	0	NC_004663.1 Bacteroides thetaiotaomicron VPI-5482 chromosome, complete genome
GCF_000011985.1_ASM1198v1_genomic	1	0	0	-	-	0	NC_006814.3 Lactobacillus acidophilus NCFM chromosome, complete genome
GCF_000011645.1_ASM1164v1_genomic	10	4	0	-	-	0	NC_006270.3 Bacillus licheniformis ATCC 14580, complete genome
GCF_000010105.1_ASM1010v1_genomic	17	1	0	-	-	0	NC_012490.1 Rhodococcus erythropolis PR4 DNA, complete genome
GCF_000011785.1_ASM1178v1_genomic	2	1	0	-	-	0	NC_008309.1 Haemophilus somnus 129PT, complete genome
GCF_000011605.1_ASM1160v1_genomic	7	3	0	-	-	0	NC_004547.2 Erwinia carotovora subsp. atroseptica SCRI1043, complete genome
GCF_000011305.1_ASM1130v1_genomic	4	1	0	-	-	0	NC_004369.1 Corynebacterium efficiens YS-314 DNA, complete genome
GCF_000012165.2_ASM1216v2_genomic	4	2	0	-	-	0	NC_007296.2 Streptococcus pyogenes MGAS6180, complete sequence
GCF_000012125.1_ASM1212v1_genomic	0	0	0	-	-	0	NC_007429.1 Chlamydia trachomatis A/HAR-13, complete genome
GCF_000012345.1_ASM1234v1_genomic	1	0	0	-	-	0	NC_007205.1 Candidatus Pelagibacter ubique HTCC1062, complete genome
GCF_000012185.1_ASM1218v1_genomic	2	3	1	bacteriocin	1408188-1459523	1914490	NC_007146.2 Haemophilus influenzae 86-028NP, complete genome
GCF_000009265.1_ASM926v1_genomic	9	1	0	-	-	0	NC_008380.1 Rhizobium leguminosarum bv. viciae chromosome complete genome, strain 3841
GCF_000012385.1_ASM1238v1_genomic	0	0	0	-	-	0	NC_007940.1 Rickettsia bellii RML369-C, complete genome
GCF_000009705.1_ASM970v1_genomic	14	0	0	-	-	0	NC_003272.1 Nostoc sp. PCC 7120 DNA, complete genome
GCF_000012305.1_ASM1230v1_genomic	1	1	0	-	-	0	NC_007204.1 Psychrobacter arcticus 273-4, complete genome
GCF_000012565.1_ASM1256v1_genomic	0	0	0	-	-	0	NC_007354.1 Ehrlichia canis str. Jake, complete genome
GCF_000011885.1_ASM1188v1_genomic	2	2	0	-	-	0	NC_006511.1 Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150, complete genome
GCF_000012465.1_ASM1246v1_genomic	5	0	0	-	-	0	NC_007335.2 Prochlorococcus marinus str. NATL2A, complete genome
GCF_000011925.1_ASM1192v1_genomic	2	3	0	-	-	0	NC_002976.3 Staphylococcus epidermidis RP62A, complete genome
GCF_000010545.1_ASM1054v1_genomic	13	3	0	-	-	0	NC_010804.1 Burkholderia multivorans ATCC 17616 DNA, complete genome, chromosome 1
GCF_000012485.1_ASM1248v1_genomic	2	0	0	-	-	0	NC_007512.1 Chlorobium luteolum DSM 273, complete genome
GCF_000011365.1_ASM1136v1_genomic	8	0	0	-	-	0	NC_004463.1 Bradyrhizobium japonicum USDA 110 chromosome, complete genome
GCF_000012045.1_ASM1204v1_genomic	5	2	0	-	-	0	NC_002951.2 Staphylococcus aureus subsp. aureus COL, complete genome
GCF_000012765.1_ASM1276v1_genomic	0	0	0	-	-	0	NC_007633.1 Mycoplasma capricolum subsp. capricolum ATCC 27343, complete genome
GCF_000012405.1_ASM1240v1_genomic	6	0	0	-	-	0	NC_007333.1 Thermobifida fusca YX, complete genome
GCF_000011705.1_ASM1170v1_genomic	17	0	0	-	-	0	NC_006348.1 Burkholderia mallei ATCC 23344 chromosome 1, complete sequence
GCF_000012145.1_ASM1214v1_genomic	0	0	0	-	-	0	NC_007109.1 Rickettsia felis URRWXCal2, complete genome
GCF_000012505.1_ASM1250v1_genomic	10	0	0	-	-	0	NC_007513.1 Synechococcus sp. CC9902, complete genome
GCF_000012645.1_ASM1264v1_genomic	4	0	0	-	-	0	NC_007577.1 Prochlorococcus marinus str. MIT 9312, complete genome
GCF_000012105.1_ASM1210v1_genomic	3	1	0	-	-	0	NC_007086.1 Xanthomonas campestris pv. campestris str. 8004, complete genome
GCF_000012585.1_ASM1258v1_genomic	3	0	0	-	-	0	NC_007514.1 Chlorobium chlorochromatii CaD3, complete genome
GCF_000012325.1_ASM1232v1_genomic	5	0	0	-	-	0	NC_003910.7 Colwellia psychrerythraea 34H, complete sequence
GCF_000011805.1_ASM1180v1_genomic	4	1	0	-	-	0	NC_006840.2 Vibrio fischeri ES114 chromosome I, complete sequence
GCF_000012605.1_ASM1260v1_genomic	2	1	0	-	-	0	NC_007520.2 Thiomicrospira crunogena XCL-2, complete genome
GCF_000012425.1_ASM1242v1_genomic	7	0	0	-	-	0	NC_007298.1 Dechloromonas aromatica RCB, complete genome
GCF_000012625.1_ASM1262v1_genomic	7	0	0	-	-	0	NC_007516.1 Synechococcus sp. CC9605, complete genome
GCF_000011965.2_ASM1196v2_genomic	6	1	0	-	-	0	NC_003911.12 Ruegeria pomeroyi DSS-3, complete genome
GCF_000010385.1_ASM1038v1_genomic	2	9	0	-	-	0	NC_011415.1 Escherichia coli SE11 DNA, complete genome
GCF_000012705.1_ASM1270v1_genomic	1	3	0	-	-	0	NC_007432.1 Streptococcus agalactiae A909, complete genome
GCF_000010825.1_ASM1082v1_genomic	3	1	0	-	-	0	NC_013209.1 Acetobacter pasteurianus IFO 3283-01 DNA, complete genome
GCF_000012745.1_ASM1274v1_genomic	4	0	0	-	-	0	NC_007404.1 Thiobacillus denitrificans ATCC 25259, complete genome
GCF_000010845.1_ASM1084v1_genomic	3	1	0	-	-	0	NC_017100.1 Acetobacter pasteurianus IFO 3283-03 DNA, complete genome
GCF_000010865.1_ASM1086v1_genomic	3	1	0	-	-	0	NC_017121.1 Acetobacter pasteurianus IFO 3283-07 DNA, complete genome
GCF_000010885.1_ASM1088v1_genomic	3	1	0	-	-	0	NC_017125.1 Acetobacter pasteurianus IFO 3283-22 DNA, complete genome
GCF_000010945.1_ASM1094v1_genomic	3	1	0	-	-	0	NC_017150.1 Acetobacter pasteurianus IFO 3283-01-42C DNA, complete genome
GCF_000011545.1_ASM1154v1_genomic	21	3	0	-	-	0	NC_006350.1 Burkholderia pseudomallei K96243 chromosome 1, complete sequence
GCF_000010905.1_ASM1090v1_genomic	3	1	0	-	-	0	NC_017146.1 Acetobacter pasteurianus IFO 3283-26 DNA, complete genome
GCF_000012865.1_ASM1286v1_genomic	0	1	0	-	-	0	NC_007503.1 Carboxydothermus hydrogenoformans Z-2901, complete genome
GCF_000010965.1_ASM1096v1_genomic	3	1	0	-	-	0	NC_017108.1 Acetobacter pasteurianus IFO 3283-12 DNA, complete genome
GCF_000012025.1_ASM1202v1_genomic	3	14	0	-	-	0	NC_007613.1 Shigella boydii Sb227, complete genome
GCF_000010585.1_ASM1058v1_genomic	0	2	0	-	-	0	NC_011999.1 Macrococcus caseolyticus JCSC5402 DNA, complete genome
GCF_000010925.1_ASM1092v1_genomic	3	1	0	-	-	0	NC_017111.1 Acetobacter pasteurianus IFO 3283-32 DNA, complete genome
GCF_000012965.1_ASM1296v1_genomic	0	0	0	-	-	0	NC_007575.1 Sulfurimonas denitrificans DSM 1251, complete genome
GCF_000012525.1_ASM1252v1_genomic	3	1	0	-	-	0	NC_007604.1 Synechococcus elongatus PCC 7942, complete genome
GCF_000012665.1_ASM1266v1_genomic	2	2	0	-	-	0	NC_007519.1 Desulfovibrio alaskensis G20, complete genome
GCF_000012725.1_ASM1272v1_genomic	4	4	0	-	-	0	NC_007406.1 Nitrobacter winogradskyi Nb-255, complete genome
GCF_000012245.1_ASM1224v1_genomic	11	3	0	-	-	0	NC_007005.1 Pseudomonas syringae pv. syringae B728a chromosome, complete genome
GCF_000012225.1_ASM1222v1_genomic	0	0	0	-	-	0	NC_007716.1 Aster yellows witches'-broom phytoplasma AYWB, complete genome
GCF_000013185.1_ASM1318v1_genomic	0	0	0	-	-	0	NC_007984.1 Baumannia cicadellinicola str. Hc (Homalodisca coagulata), complete genome
GCF_000013145.1_ASM1314v1_genomic	0	0	0	-	-	0	NC_007799.1 Ehrlichia chaffeensis str. Arkansas, complete genome
GCF_000013125.1_ASM1312v1_genomic	0	0	0	-	-	0	NC_007797.1 Anaplasma phagocytophilum HZ, complete genome
GCF_000013165.1_ASM1316v1_genomic	0	0	0	-	-	0	NC_007798.1 Neorickettsia sennetsu strain Miyayama, complete genome
GCF_000012885.1_ASM1288v1_genomic	4	0	0	-	-	0	NC_007498.2 Pelobacter carbinolicus DSM 2380, complete genome
GCF_000012005.1_ASM1200v1_genomic	3	7	0	-	-	0	NC_007606.1 Shigella dysenteriae Sd197 chromosome, complete genome
GCF_000010765.1_ASM1076v1_genomic	6	17	1	bacteriocin	1183584-1246161	5371077	NC_013364.1 Escherichia coli O111:H- str. 11128 DNA, complete genome
GCF_000013105.1_ASM1310v1_genomic	1	0	0	-	-	0	NC_007644.1 Moorella thermoacetica ATCC 39073 chromosome, complete genome
GCF_000012805.1_ASM1280v1_genomic	4	0	0	-	-	0	NC_007484.1 Nitrosococcus oceani ATCC 19707, complete genome
GCF_000012445.1_ASM1244v1_genomic	8	1	0	-	-	0	NC_007492.2 Pseudomonas fluorescens Pf0-1, complete genome
GCF_000011685.1_ASM1168v1_genomic	2	1	0	-	-	0	NC_006677.1 Gluconobacter oxydans 621H, complete genome
GCF_000012265.1_ASM1226v1_genomic	12	3	0	-	-	0	NC_004129.6 Pseudomonas protegens Pf-5, complete genome
GCF_000013005.1_ASM1300v1_genomic	1	1	0	-	-	0	NC_007722.1 Erythrobacter litoralis HTCC2594, complete genome
GCF_000013025.1_ASM1302v1_genomic	3	0	0	-	-	0	NC_008358.1 Hyphomonas neptunium ATCC 15444, complete genome
GCF_000012845.1_ASM1284v1_genomic	0	0	0	-	-	0	NC_009615.1 Parabacteroides distasonis ATCC 8503, complete genome
GCF_000013205.1_ASM1320v1_genomic	1	0	0	-	-	0	NC_007775.1 Synechococcus sp. JA-3-3Ab, complete genome
GCF_000013225.1_ASM1322v1_genomic	1	0	0	-	-	0	NC_007776.1 Synechococcus sp. JA-2-3B'a(2-13), complete genome
GCF_000012825.1_ASM1282v1_genomic	1	0	0	-	-	0	NC_009614.1 Bacteroides vulgatus ATCC 8482, complete genome
GCF_000013245.1_ASM1324v1_genomic	0	0	0	-	-	0	NC_008086.1 Helicobacter pylori HPAG1, complete genome
GCF_000012925.1_ASM1292v1_genomic	4	0	0	-	-	0	NC_007517.1 Geobacter metallireducens GS-15, complete genome
GCF_000012205.1_ASM1220v1_genomic	10	2	0	-	-	0	NC_005773.3 Pseudomonas savastanoi pv. phaseolicola 1448A, complete genome
GCF_000013285.1_ASM1328v1_genomic	1	2	0	-	-	0	NC_008261.1 Clostridium perfringens ATCC 13124, complete genome
GCF_000013485.1_ASM1348v1_genomic	4	3	0	-	-	0	NC_008021.1 Streptococcus pyogenes MGAS9429, complete genome
GCF_000013525.1_ASM1352v1_genomic	4	2	0	-	-	0	NC_008023.1 Streptococcus pyogenes MGAS2096, complete genome
GCF_000012365.1_ASM1236v1_genomic	19	6	0	-	-	0	NC_007651.1 Burkholderia thailandensis E264 chromosome I, complete sequence
GCF_000010725.1_ASM1072v1_genomic	9	6	0	-	-	0	NC_013854.1 Azospirillum sp. B510 DNA, complete genome
GCF_000013545.1_ASM1354v1_genomic	4	3	0	-	-	0	NC_008024.1 Streptococcus pyogenes MGAS10750, complete genome
GCF_000013505.1_ASM1350v1_genomic	4	3	0	-	-	0	NC_008022.1 Streptococcus pyogenes MGAS10270, complete genome
GCF_000011625.1_ASM1162v1_genomic	6	2	0	-	-	0	NC_006274.1 Bacillus cereus E33L, complete genome
GCF_000010805.1_ASM1080v1_genomic	25	1	0	-	-	0	NC_012522.1 Rhodococcus opacus B4 DNA, complete genome
GCF_000013405.1_ASM1340v1_genomic	1	1	0	-	-	0	NC_007759.1 Syntrophus aciditrophicus SB, complete genome
GCF_000013425.1_ASM1342v1_genomic	5	3	0	-	-	0	NC_007795.1 Staphylococcus aureus subsp. aureus NCTC 8325 chromosome, complete genome
GCF_000013045.1_ASM1304v1_genomic	3	0	0	-	-	0	NC_007677.1 Salinibacter ruber DSM 13855 chromosome, complete genome
GCF_000013705.1_ASM1370v1_genomic	2	1	0	-	-	0	NC_007947.1 Methylobacillus flagellatus KT, complete genome
GCF_000013085.1_ASM1308v1_genomic	10	0	0	-	-	0	NC_007643.1 Rhodospirillum rubrum ATCC 11170 chromosome, complete genome
GCF_000013305.1_ASM1330v1_genomic	3	1	0	-	-	0	NC_008253.1 Escherichia coli 536, complete genome
GCF_000013385.1_ASM1338v1_genomic	4	0	0	-	-	0	NC_007760.1 Anaeromyxobacter dehalogenans 2CP-C, complete genome
GCF_000014025.1_ASM1402v1_genomic	1	1	0	-	-	0	NC_009850.1 Arcobacter butzleri RM4018, complete genome
GCF_000013345.1_ASM1334v1_genomic	26	0	0	-	-	0	NC_007777.1 Frankia casuarinae, complete genome
GCF_000014345.1_ASM1434v1_genomic	0	0	0	-	-	0	NC_009879.1 Rickettsia canadensis str. McKiel, complete genome
GCF_000013365.1_ASM1336v1_genomic	6	1	0	-	-	0	NC_007778.1 Rhodopseudomonas palustris HaA2, complete genome
GCF_000013785.1_ASM1378v1_genomic	4	0	0	-	-	0	NC_009434.1 Pseudomonas stutzeri A1501, complete genome
GCF_000012985.1_ASM1298v1_genomic	11	5	0	-	-	0	NC_007645.1 Hahella chejuensis KCTC 2396, complete genome
GCF_000013625.1_ASM1362v1_genomic	3	3	0	-	-	0	NC_009659.1 Janthinobacterium sp. Marseille, complete genome
GCF_000014105.1_ASM1410v1_genomic	4	2	0	-	-	0	NC_010120.1 Neisseria meningitidis 053442, complete genome
GCF_000013665.1_ASM1366v1_genomic	7	0	0	-	-	0	NC_007912.1 Saccharophagus degradans 2-40, complete genome
GCF_000013765.1_ASM1376v1_genomic	9	1	0	-	-	0	NC_007954.1 Shewanella denitrificans OS217, complete genome
GCF_000014125.1_ASM1412v1_genomic	1	1	0	-	-	0	NC_008593.1 Clostridium novyi NT, complete genome
GCF_000014205.1_ASM1420v1_genomic	0	0	0	-	-	0	NC_009009.1 Streptococcus sanguinis SK36 chromosome, complete genome
GCF_000013905.1_ASM1390v1_genomic	1	0	0	-	-	0	NC_007969.1 Psychrobacter cryohalolentis K5, complete genome
GCF_000013585.1_ASM1358v1_genomic	3	14	0	-	-	0	NC_008258.1 Shigella flexneri 5 str. 8401, complete genome
GCF_000013685.1_ASM1368v1_genomic	5	1	0	-	-	0	NC_007958.1 Rhodopseudomonas palustris BisB5, complete genome
GCF_000012785.1_ASM1278v1_genomic	25	3	0	-	-	0	NC_007434.1 Burkholderia pseudomallei 1710b chromosome I, complete sequence
GCF_000014365.2_ASM1436v2_genomic	5	0	0	-	-	0	NC_008533.2 Streptococcus pneumoniae D39, complete genome
GCF_000014385.1_ASM1438v1_genomic	1	0	0	-	-	0	NC_008528.1 Oenococcus oeni PSU-1, complete genome
GCF_000012085.2_ASM1208v2_genomic	0	0	0	-	-	0	NC_008710.1 Borrelia turicatae 91E135, complete genome
GCF_000013565.1_ASM1356v1_genomic	4	0	0	-	-	0	NC_007802.1 Jannaschia sp. CCS1, complete genome
GCF_000014405.1_ASM1440v1_genomic	0	0	0	-	-	0	NC_008529.1 Lactobacillus delbrueckii subsp. bulgaricus ATCC BAA-365, complete genome
GCF_000013265.1_ASM1326v1_genomic	3	7	0	-	-	0	NC_007946.1 Escherichia coli UTI89, complete genome
GCF_000014425.1_ASM1442v1_genomic	0	2	0	-	-	0	NC_008530.1 Lactobacillus gasseri ATCC 33323, complete genome
GCF_000014185.1_ASM1418v1_genomic	7	0	0	-	-	0	NC_008148.1 Rubrobacter xylanophilus DSM 9941, complete genome
GCF_000013745.1_ASM1374v1_genomic	9	1	0	-	-	0	NC_007925.1 Rhodopseudomonas palustris BisB18, complete genome
GCF_000012685.1_ASM1268v1_genomic	23	0	0	-	-	0	NC_008095.1 Myxococcus xanthus DK 1622, complete genome
GCF_000013965.1_ASM1396v1_genomic	0	0	0	-	-	0	NC_008510.1 Leptospira borgpetersenii serovar Hardjo-bovis JB197 chromosome 1, complete sequence
GCF_000013945.1_ASM1394v1_genomic	0	0	0	-	-	0	NC_008508.1 Leptospira borgpetersenii serovar Hardjo-bovis L550 chromosome 1, complete sequence
GCF_000014285.2_ASM1428v2_genomic	6	0	0	-	-	0	NC_008343.2 Granulibacter bethesdensis CGDNIH1, complete genome
GCF_000014005.1_ASM1400v1_genomic	6	0	0	-	-	0	NC_008009.1 Candidatus Koribacter versatilis Ellin345, complete genome
GCF_000014145.1_ASM1414v1_genomic	6	0	0	-	-	0	NC_008255.1 Cytophaga hutchinsonii ATCC 33406, complete genome
GCF_000013985.1_ASM1398v1_genomic	6	1	0	-	-	0	NC_008048.1 Sphingopyxis alaskensis RB2256, complete genome
GCF_000013325.1_ASM1332v1_genomic	1	3	0	-	-	0	NC_007794.1 Novosphingobium aromaticivorans DSM 12444, complete genome
GCF_000013605.1_ASM1360v1_genomic	4	0	0	-	-	0	NC_007908.1 Rhodoferax ferrireducens T118, complete genome
GCF_000014505.1_ASM1450v1_genomic	1	2	0	-	-	0	NC_008525.1 Pediococcus pentosaceus ATCC 25745, complete genome
GCF_000014605.1_ASM1460v1_genomic	2	0	0	-	-	0	NC_008369.1 Francisella tularensis subsp. holarctica OSU18, complete genome
GCF_000013065.1_ASM1306v1_genomic	8	2	0	-	-	0	NC_011969.1 Bacillus cereus Q1, complete genome
GCF_000014645.1_ASM1464v1_genomic	3	0	0	-	-	0	NC_008601.1 Francisella tularensis subsp. novicida U112, complete genome
GCF_000013465.1_ASM1346v1_genomic	5	3	0	-	-	0	NC_007793.1 Staphylococcus aureus subsp. aureus USA300_FPR3757, complete genome
GCF_000014585.1_ASM1458v1_genomic	11	0	0	-	-	0	NC_008319.1 Synechococcus sp. CC9311, complete genome
GCF_000014225.1_ASM1422v1_genomic	3	1	0	-	-	0	NC_008228.1 Pseudoalteromonas atlantica T6c, complete genome
GCF_000014445.1_ASM1444v1_genomic	2	2	0	-	-	0	NC_008531.1 Leuconostoc mesenteroides subsp. mesenteroides ATCC 8293, complete genome
GCF_000012945.1_ASM1294v1_genomic	13	0	0	-	-	0	NC_007510.1 Burkholderia lata chromosome 1, complete sequence
GCF_000013805.1_ASM1380v1_genomic	6	3	0	-	-	0	NC_008149.1 Yersinia pestis Nepal516, complete genome
GCF_000015105.1_ASM1510v1_genomic	0	0	0	-	-	0	NC_008610.1 Candidatus Ruthia magnifica str. Cm (Calyptogena magnifica), complete genome
GCF_000014725.1_ASM1472v1_genomic	3	0	0	-	-	0	NC_008346.1 Syntrophomonas wolfei subsp. wolfei str. Goettingen G311, complete genome
GCF_000014265.1_ASM1426v1_genomic	7	0	0	-	-	0	NC_008312.1 Trichodesmium erythraeum IMS101, complete genome
GCF_000014485.1_ASM1448v1_genomic	3	0	0	-	-	0	NC_008532.1 Streptococcus thermophilus LMD-9, complete genome
GCF_000015085.1_ASM1508v1_genomic	0	0	0	-	-	0	NC_008599.1 Campylobacter fetus subsp. fetus 82-40, complete genome
GCF_000014745.1_ASM1474v1_genomic	1	0	0	-	-	0	NC_008347.1 Maricaulis maris MCS10, complete genome
GCF_000014785.1_ASM1478v1_genomic	4	0	0	-	-	0	NC_008340.1 Alkalilimnicola ehrlichii MLHE-1, complete genome
GCF_000014525.1_ASM1452v1_genomic	2	2	0	-	-	0	NC_008526.1 Lactobacillus paracasei ATCC 334 chromosome, complete genome
GCF_000013925.1_ASM1392v2_genomic	23	0	0	-	-	0	NC_008611.1 Mycobacterium ulcerans Agy99, complete genome
GCF_000015445.1_ASM1544v1_genomic	1	0	0	-	-	0	NC_008783.1 Bartonella bacilliformis KC583, complete genome
GCF_000014065.1_ASM1406v1_genomic	4	4	0	-	-	0	NC_008044.1 Ruegeria sp. TM1040, complete genome
GCF_000008685.2_ASM868v2_genomic	0	0	0	-	-	0	NC_001318.1 Borrelia burgdorferi B31 chromosome, complete genome
GCF_000013865.1_ASM1386v1_genomic	4	2	0	-	-	0	NC_007948.1 Polaromonas sp. JS666, complete genome
GCF_000015025.1_ASM1502v1_genomic	2	0	0	-	-	0	NC_008578.1 Acidothermus cellulolyticus 11B, complete genome
GCF_000015345.1_ASM1534v1_genomic	1	1	0	-	-	0	NC_009446.1 Dichelobacter nodosus VCS1703A, complete genome
GCF_000014685.1_ASM1468v1_genomic	5	0	0	-	-	0	NC_008321.1 Shewanella sp. MR-4, complete genome
GCF_000014465.1_ASM1446v1_genomic	1	2	0	-	-	0	NC_008497.1 Lactobacillus brevis ATCC 367, complete genome
GCF_000013825.1_ASM1382v1_genomic	7	2	0	-	-	0	NC_008150.1 Yersinia pestis Antiqua, complete genome
GCF_000015385.1_ASM1538v1_genomic	1	0	0	-	-	0	NC_010080.1 Lactobacillus helveticus DPC 4571, complete genome
GCF_000014165.1_ASM1416v1_genomic	12	0	0	-	-	0	NC_008146.1 Mycobacterium sp. MCS, complete genome
GCF_000014705.1_ASM1470v1_genomic	4	1	0	-	-	0	NC_008345.1 Shewanella frigidimarina NCIMB 400, complete genome
GCF_000013885.1_ASM1388v1_genomic	7	6	0	-	-	0	NC_007964.1 Nitrobacter hamburgensis X14, complete genome
GCF_000014885.1_ASM1488v1_genomic	6	0	0	-	-	0	NC_011566.1 Shewanella piezotolerans WP3, complete genome
GCF_000014805.1_ASM1480v1_genomic	4	0	0	-	-	0	NC_008570.1 Aeromonas hydrophila subsp. hydrophila ATCC 7966 chromosome, complete genome
GCF_000015125.1_ASM1512v1_genomic	4	0	0	-	-	0	NC_008639.1 Chlorobium phaeobacteroides DSM 266, complete genome
GCF_000015245.1_ASM1524v1_genomic	3	0	0	-	-	0	NC_008700.1 Shewanella amazonensis SB2B, complete genome
GCF_000015285.1_ASM1528v1_genomic	4	0	0	-	-	0	NC_008709.1 Psychromonas ingrahamii 37, complete genome
GCF_000014825.1_ASM1482v1_genomic	6	0	0	-	-	0	NC_008435.1 Rhodopseudomonas palustris BisA53, complete genome
GCF_000014965.1_ASM1496v1_genomic	4	1	0	-	-	0	NC_008554.1 Syntrophobacter fumaroxidans MPOB, complete genome
GCF_000015645.1_ASM1564v1_genomic	4	0	0	-	-	0	NC_008816.1 Prochlorococcus marinus str. AS9601, complete genome
GCF_000014665.1_ASM1466v1_genomic	5	1	0	-	-	0	NC_008322.1 Shewanella sp. MR-7, complete genome
GCF_000014625.1_ASM1462v1_genomic	12	2	0	-	-	0	NC_008463.1 Pseudomonas aeruginosa UCBPP-PA14, complete genome
GCF_000015665.1_ASM1566v1_genomic	5	0	0	-	-	0	NC_008817.1 Prochlorococcus marinus str. MIT 9515, complete genome
GCF_000015585.1_ASM1558v1_genomic	5	0	0	-	-	0	NC_008789.1 Halorhodospira halophila SL1, complete genome
GCF_000015185.1_ASM1518v1_genomic	4	3	0	-	-	0	NC_008750.1 Shewanella sp. W3-18-1, complete genome
GCF_000014085.1_ASM1408v1_genomic	14	0	0	-	-	0	NC_008060.1 Burkholderia cenocepacia AU 1054 chromosome 1, complete sequence
GCF_000015685.1_ASM1568v1_genomic	5	0	0	-	-	0	NC_008819.1 Prochlorococcus marinus str. NATL1A, complete genome
GCF_000014765.1_ASM1476v1_genomic	5	1	0	-	-	0	NC_008344.1 Nitrosomonas eutropha C91, complete genome
GCF_000014865.1_ASM1486v1_genomic	1	7	0	-	-	0	NC_008576.1 Magnetococcus marinus MC-1, complete genome
GCF_000014045.1_ASM1404v1_genomic	6	1	0	-	-	0	NC_008209.1 Roseobacter denitrificans OCh 114, complete genome
GCF_000014245.1_ASM1424v1_genomic	4	3	0	-	-	0	NC_008254.1 Chelativorans sp. BNC1, complete genome
GCF_000015885.1_ASM1588v1_genomic	0	1	0	-	-	0	NC_009053.1 Actinobacillus pleuropneumoniae L20 serotype 5b complete genome
GCF_000015965.1_ASM1596v1_genomic	4	0	0	-	-	0	NC_009091.1 Prochlorococcus marinus str. MIT 9301, complete genome
GCF_000016105.1_ASM1610v1_genomic	2	0	0	-	-	0	NC_009257.1 Francisella tularensis subsp. tularensis WY96-3418, complete genome
GCF_000015325.1_ASM1532v1_genomic	7	8	0	-	-	0	NC_008752.1 Acidovorax citrulli AAC00-1, complete genome
GCF_000013645.1_ASM1364v1_genomic	10	2	0	-	-	0	NC_007951.1 Paraburkholderia xenovorans LB400 chromosome 1, complete sequence
GCF_000014985.1_ASM1498v1_genomic	15	1	0	-	-	0	NC_008595.1 Mycobacterium avium 104, complete genome
GCF_000016085.1_ASM1608v1_genomic	1	0	0	-	-	0	NC_009337.1 Chlorobium phaeovibrioides DSM 265, complete genome
GCF_000015525.1_ASM1552v1_genomic	0	0	0	-	-	0	NC_008787.1 Campylobacter jejuni subsp. jejuni 81-176, complete sequence
GCF_000015485.1_ASM1548v1_genomic	2	4	0	-	-	0	NC_008751.1 Desulfovibrio vulgaris DP4, complete genome
GCF_000015005.1_ASM1500v1_genomic	18	0	0	-	-	0	NC_008596.1 Mycobacterium smegmatis str. MC2 155 chromosome, complete genome
GCF_000015265.1_ASM1526v1_genomic	0	1	0	-	-	0	NC_008699.1 Nocardioides sp. JS614, complete genome
GCF_000015045.1_ASM1504v1_genomic	6	0	0	-	-	0	NC_008609.1 Pelobacter propionicus DSM 2379, complete genome
GCF_000015305.1_ASM1530v1_genomic	15	0	0	-	-	0	NC_008726.1 Mycobacterium vanbaalenii PYR-1, complete genome
